Band	ANSP	Plate.number	Taxon_order	Taxon_family	Taxon	Season	Date	Age	Sex	Gel.band.haem	Gel.band.Leuco	Lineage.N..O.	Parasite.1	Parasite.2	Parasite.3	Parasite.4	Lineage.Name.1	Lineage.Name.2	Lineage.Name.3	Lineage.Name.4	Migration	Breeding	lineage.per.host	infxn	haempresence	plaspresence	leucopresence	mixedinfxn	
271179582	32632	Rushton_16	Passeriformes	Passerellidae	Zonotrichia leucophrys	fall	25-Oct-16	HY	Female		positive	Old	Leucocytozoon				CB1				1	0	1	1	0	0	1	0	
271179521	32633	Rushton_16	Passeriformes	Passerellidae	Melospiza melodia	fall	25-Oct-16	HY	Male	positive		Old	Plasmodium	Haemoproteus			BT7	DUNNO01			NA	NA	2	1	1	1	0	1	
275064962	32634	Rushton_16	Passeriformes	Passerellidae	Spizella pusilla	fall	25-Oct-16	HY	Male												1	0	0	0	0	0	0	0	
271179583	32635	Rushton_16	Passeriformes	Passerellidae	Melospiza melodia	fall	25-Oct-16	AHY	Female	positive	positive	Old	Leucocytozoon	Plasmodium			DUMCAR01	MELMEL08			1	0	2	1	0	1	1	1	
271179584	32636	Rushton_16	Passeriformes	Passerellidae	Melospiza melodia	fall	25-Oct-16	HY	Male	positive		Old	Plasmodium				PADOM11				1	0	1	1	0	1	0	0	
271179475	32637	Rushton_16	Passeriformes	Troglodytidae	Thryothorus ludovicianus	fall	25-Oct-16	SY	Male												0	0	0	0	0	0	0	0	
271179586	32638	Rushton_16	Piciformes	Picidae	Picoides pubescens	fall	25-Oct-16	HY	Male												0	0	0	0	0	0	0	0	
271179585	32639	Rushton_16	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	25-Oct-16	HY	Male	positive		Old	Plasmodium				GEOTRI09				1	0	1	1	0	1	0	0	
271179302	32640	Rushton_16	Piciformes	Picidae	Picoides pubescens	fall	25-Oct-16	SY	Male												0	0	0	0	0	0	0	0	
134293983	32641	Rushton_16	Cuculiformes	Cuculidae	Coccyzus americanus	fall	25-Oct-16	HY	Female												3	0	0	0	0	0	0	0	
272044666	32642	Rushton_16	Passeriformes	Passerellidae	Spizella pusilla	fall	25-Oct-16	ASY	Male	positive		Old	Plasmodium				PADOM11				1	0	1	1	0	1	0	0	
259155763	32643	Rushton_16	Passeriformes	Passerellidae	Melospiza georgiana	fall	25-Oct-16	HY	Male	positive		Old	Plasmodium				GEOTRI09				2	0	1	1	0	1	0	0	
271179587	32644	Rushton_16	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	25-Oct-16	HY	Male		positive	New	Leucocytozoon				CB1				1	0	1	1	0	0	1	0	
271179588	32645	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	25-Oct-16	HY	Female	positive		Old	Plasmodium				GEOTRI09				1	0	1	1	0	1	0	0	
271179590	32646	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	25-Oct-16	HY	U		positive	Old	Leucocytozoon				CB1				1	0	1	1	0	0	1	0	
271179591	32647	Rushton_17	Passeriformes	Turdidae	Catharus guttatus	fall	25-Oct-16	HY	Female	positive		Old	Plasmodium				TUMIG03				2	0	1	1	0	1	0	0	
271179592	32648	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	25-Oct-16	HY	Female	positive	positive	Old	Leucocytozoon	Plasmodium	Plasmodium		CB1	BT7	DUNNO01		1	0	3	1	0	1	1	1	
271179594	32649	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	25-Oct-16	HY	Female	positive		Old	Plasmodium				PADOM11				1	0	1	1	0	1	0	0	
271179593	32650	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	25-Oct-16	HY	Male												1	0	0	0	0	0	0	0	
271179595	32651	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	25-Oct-16	HY	Female												1	0	0	0	0	0	0	0	
275064964	32652	Rushton_17	Passeriformes	Parulidae	Setophaga palmarum	fall	25-Oct-16	HY	Male	positive		Old	Plasmodium				GEOTRI09				2	0	1	1	0	1	0	0	
275064963	32653	Rushton_17	Passeriformes	Passerellidae	Spizella pusilla	fall	25-Oct-16	HY	Male	positive		Old	Plasmodium				PADOM11				1	0	1	1	0	1	0	0	
271179596	32654	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	25-Oct-16	HY	Male	positive		Old	Plasmodium	Plasmodium			BT7	GEOTRI09			1	0	2	1	0	1	0	1	
271179058	32655	Rushton_17	Passeriformes	Paridae	Baeolophus bicolor	fall	25-Oct-16	HY	Male	positive		Old	Plasmodium				BAEBIC04				0	0	1	1	0	1	0	0	
134293984	32656	Rushton_17	Passeriformes	Turdidae	Turdus migratorius	fall	25-Oct-16	HY	Male	positive		Old	Plasmodium				SYAT05				1	0	1	1	0	1	0	0	
275064966	32657	Rushton_17	Passeriformes	Parulidae	Setophaga palmarum	fall	25-Oct-16	HY	Male	positive		Old	Plasmodium				GEOTRI09				2	0	1	1	0	1	0	0	
275064967	32658	Rushton_17	Passeriformes	Parulidae	Setophaga palmarum	fall	25-Oct-16	HY	Male	positive	positive	Old	Plasmodium	Leucocytozoon			GEOTRI09	CB1			2	0	2	1	0	1	1	1	
271179598	32659	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	25-Oct-16	AHY	Female	positive		Old	Plasmodium				GEOTRI09				1	0	1	1	0	1	0	0	
275064968	32660	Rushton_17	Passeriformes	Parulidae	Setophaga palmarum	fall	25-Oct-16	HY	Female	positive		Old	Plasmodium				GEOTRI09				2	0	1	1	0	1	0	0	
275064969	32661	Rushton_17	Passeriformes	Passerellidae	Spizella pusilla	fall	1-Nov-16	HY	Female												1	0	0	0	0	0	0	0	
271179599	32662	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	AHY	Male												1	0	0	0	0	0	0	0	
265157267	32663	Rushton_17	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	1-Nov-16	U	Male												0	0	0	0	0	0	0	0	
271179600	32664	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	HY	Male												1	0	0	0	0	0	0	0	
271179601	32665	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	HY	Male												1	0	0	0	0	0	0	0	
265157268	32666	Rushton_17	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	1-Nov-16	HY	Male												0	0	0	0	0	0	0	0	
271179602	32667	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	1-Nov-16	HY	Male												1	0	0	0	0	0	0	0	
271179603	32668	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	HY	Male												1	0	0	0	0	0	0	0	
271179604	32669	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	1-Nov-16	HY	Female	positive		Old	Plasmodium				PADOM11				1	0	1	1	0	1	0	0	
271179381	32670	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	1-Nov-16	HY	Female	positive		Old	Plasmodium				WW3				1	0	1	1	0	1	0	0	
264173956	32671	Rushton_17	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	1-Nov-16	U	Male	positive		Old	Plasmodium	Haemoproteus			PADOM11	SIAMEX01			NA	NA	2	1	1	1	0	1	
275064971	32672	Rushton_17	Passeriformes	Passerellidae	Junco hyemalis	fall	1-Nov-16	HY	Female												1	0	0	0	0	0	0	0	
271179606	32673	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	HY	Male		positive	Old	Leucocytozoon				CB1				1	0	1	1	0	0	1	0	
271179610	32674	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	1-Nov-16	HY	Female	positive		Old	Plasmodium				GEOTRI09				1	0	1	1	0	1	0	0	
271179609	32675	Rushton_17	Passeriformes	Turdidae	Catharus guttatus	fall	1-Nov-16	HY	Female	positive		Old	Plasmodium				BT7				2	0	1	1	0	1	0	0	
271179608	32676	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	HY	Female		positive	Old	Leucocytozoon	Leucocytozoon			CB1	ZONALB38			1	0	2	1	0	0	1	1	
271179611	32677	Rushton_17	Passeriformes	Turdidae	Catharus guttatus	fall	1-Nov-16	HY	Male	positive	positive	Old	Plasmodium	Leucocytozoon	Leucocytozoon		BT7	CATMIN01	CATMIN05		2	0	3	1	0	1	1	1	
259155765	32678	Rushton_17	Passeriformes	Passerellidae	Melospiza georgiana	fall	1-Nov-16	HY	Male	positive		Old	Plasmodium				GEOTRI09				2	0	1	1	0	1	0	0	
134293985	32679	Rushton_17	Passeriformes	Turdidae	Turdus migratorius	fall	1-Nov-16	HY	Male	positive		Old	Plasmodium				SYAT05				1	0	1	1	0	1	0	0	
134293986	32680	Rushton_17	Passeriformes	Turdidae	Turdus migratorius	fall	1-Nov-16	HY	Female	positive		Old	Plasmodium				SYAT05				1	0	1	1	0	1	0	0	
134293987	32681	Rushton_17	Passeriformes	Turdidae	Turdus migratorius	fall	1-Nov-16	HY	Female	positive		Old	Plasmodium				TUMIG03				1	0	1	1	0	1	0	0	
271179612	32682	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	HY	Male												1	0	0	0	0	0	0	0	
271179613	32683	Rushton_17	Passeriformes	Turdidae	Catharus guttatus	fall	1-Nov-16	HY	Male	positive		Old	Plasmodium				BT7				2	0	1	1	0	1	0	0	
271179614	32684	Rushton_17	Passeriformes	Turdidae	Catharus guttatus	fall	1-Nov-16	HY	Female	positive		Old	Plasmodium				BT7				2	0	1	1	0	1	0	0	
265157269	32685	Rushton_17	Passeriformes	Cardinalidae	Cardinalis cardinalis	fall	1-Nov-16	U	Male	positive		Old	Plasmodium				PADOM11				0	0	1	1	0	1	0	0	
271179615	32686	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	AHY	Male	positive		Old	Plasmodium	Haemoproteus			GEOTRI09	GYMSAL01			NA	NA	2	1	1	1	0	1	
271179616	32687	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	HY	Female		positive	New	Leucocytozoon				ZOLEU02				1	0	1	1	0	0	1	0	
271179617	32688	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	AHY	Male		positive	Old	Leucocytozoon				ZOLEU02				1	0	1	1	0	0	1	0	
271179618	32689	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	HY	Male		positive	Old	Leucocytozoon				ZOLEU02				1	0	1	1	0	0	1	0	
271179619	32690	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	HY	Male												1	0	0	0	0	0	0	0	
271179620	32691	Rushton_17	Passeriformes	Troglodytidae	Thryothorus ludovicianus	fall	1-Nov-16	U	Male												0	0	0	0	0	0	0	0	
259155764	32692	Rushton_17	Passeriformes	Passerellidae	Melospiza georgiana	fall	1-Nov-16	HY	Male	positive		Old	Plasmodium				BT7				2	0	1	1	0	1	0	0	
271179055	32693	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	AHY	Female												1	0	0	0	0	0	0	0	
271179378	32694	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	1-Nov-16	HY	Female												1	0	0	0	0	0	0	0	
271179621	32695	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	HY	Male		positive	Old	Leucocytozoon				CB1				1	0	1	1	0	0	1	0	
268033673	32696	Rushton_17	Passeriformes	Regulidae	Regulus calendula	fall	1-Nov-16	AHY	Male												2	0	0	0	0	0	0	0	
271179622	32697	Rushton_17	Passeriformes	Fringillidae	Haemorhous mexicanus	fall	1-Nov-16	HY	Male												0	0	0	0	0	0	0	0	
268033676	32698	Rushton_17	Passeriformes	Certhiidae	Certhia americana	fall	1-Nov-16	U	Female												1	0	0	0	0	0	0	0	
259155766	32699	Rushton_17	Passeriformes	Passerellidae	Melospiza georgiana	fall	1-Nov-16	HY	Male												2	0	0	0	0	0	0	0	
275064973	32700	Rushton_17	Passeriformes	Paridae	Poecile carolinensis	fall	1-Nov-16	HY	Male												0	0	0	0	0	0	0	0	
271179623	32701	Rushton_17	Passeriformes	Passerellidae	Zonotrichia albicollis	fall	1-Nov-16	HY	Male	positive	positive	Old	Haemoproteus	Leucocytozoon			GYMSAL01	CB1			1	0	2	1	1	0	1	1	
272044614	32702	Rushton_17	Passeriformes	Paridae	Poecile carolinensis	fall	1-Nov-16	SY	Female												0	0	0	0	0	0	0	0	
271179624	32703	Rushton_17	Passeriformes	Fringillidae	Haemorhous mexicanus	fall	1-Nov-16	AHY	Male	positive		Old	Plasmodium				PADOM11				0	0	1	1	0	1	0	0	
275064974	32704	Rushton_17	Passeriformes	Passerellidae	Spizella passerina	fall	1-Nov-16	HY	Female												2	0	0	0	0	0	0	0	
271179625	32705	Rushton_17	Passeriformes	Fringillidae	Haemorhous mexicanus	fall	1-Nov-16	HY	Male	positive		Old	Plasmodium				GEOTRI09				0	0	1	1	0	1	0	0	
271179626	32706	Rushton_17	Passeriformes	Fringillidae	Haemorhous mexicanus	fall	1-Nov-16	HY	Female	positive		Old	Plasmodium				PADOM11				0	0	1	1	0	1	0	0	
275064975	32707	Rushton_17	Passeriformes	Fringillidae	Spinus tristis	fall	1-Nov-16	HY	Female												1	0	0	0	0	0	0	0	
271179629	32708	Rushton_17	Passeriformes	Fringillidae	Haemorhous mexicanus	fall	1-Nov-16	AHY	Male												0	0	0	0	0	0	0	0	
271179573	32709	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	1-Nov-16	HY	Female	positive		Old	Plasmodium				GEOTRI09				1	0	1	1	0	1	0	0	
271179627	32710	Rushton_17	Passeriformes	Paridae	Baeolophus bicolor	fall	1-Nov-16	AHY	Male	positive		Old	Plasmodium				BAEBIC04				0	0	1	1	0	1	0	0	
271179628	32711	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	1-Nov-16	HY	Male	positive		Old	Plasmodium	Plasmodium			BT7	GEOTRI09			1	0	2	1	0	1	0	1	
271179630	32712	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	1-Nov-16	HY	Male												1	0	0	0	0	0	0	0	
275064977	32713	Rushton_17	Passeriformes	Passerellidae	Junco hyemalis	fall	1-Nov-16	AHY	Female		positive	Old	Leucocytozoon				ZOLEU02				1	0	1	1	0	0	1	0	
271179584	32714	Rushton_17	Passeriformes	Passerellidae	Melospiza melodia	fall	1-Nov-16	HY	Male	positive		Old	Plasmodium				PADOM11				1	0	1	1	0	1	0	0	
275064978	32715	Rushton_17	Passeriformes	Passerellidae	Spizella passerina	fall	1-Nov-16	HY	Male	positive		Old	Plasmodium				SEIAUR01				2	0	1	1	0	1	0	0	
271179997	33607	Rushton_18	Passeriformes	Passerellidae	Zonotrichia albicollis	spring	26-Apr-18	SY	Male	positive	positive	Old	Plasmodium	Plasmodium		Leucocytozoon	GEOTRI09	BT7	CNEORN01		1	0	3	1	0	1	1	1	
1392-94143	33608	Rushton_18	Passeriformes	Turdidae	Turdus migratorius	spring	26-Apr-18	SY	Male	positive		Old	Plasmodium				TUMIG03				1	0	1	1	0	1	0	0	
284020515	33609	Rushton_18	Passeriformes	Paridae	Poecile carolinensis	spring	26-Apr-18	ASY	Female												0	0	0	0	0	0	0	0	
265158697	33610	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	2-May-18	ASY	Female	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
271143406	33611	Rushton_18	Passeriformes	Passerellidae	Melospiza melodia	spring	2-May-18	SY	Female	positive		Old	Plasmodium	Plasmodium			SEIAUR01	PADOM11			1	0	2	1	0	1	0	1	
265158698	33612	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	2-May-18	ASY	Female	positive											2	0	0	0	0	0	0	0	
265158699	33613	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	2-May-18	SY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
265158700	33614	Rushton_18	Passeriformes	Cardinalidae	Cardinalis cardinalis	spring	2-May-18	AHY	Female	positive		Old	Haemoproteus				SIAMEX01				0	0	1	1	1	0	0	0	
265158701	33615	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	2-May-18	ASY	Male	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
256142449	33616	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	2-May-18	ASY	Female	positive											2	0	0	0	0	0	0	0	
271179681	33617	Rushton_18	Passeriformes	Sittidae	Sitta carolinensis	spring	2-May-18	ASY	Male												0	0	0	0	0	0	0	0	
265158703	33618	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	2-May-18	ASY	Female	positive											2	0	0	0	0	0	0	0	
265158607	33619	Rushton_18	Passeriformes	Cardinalidae	Cardinalis cardinalis	spring	2-May-18	U	U	positive	positive	Old	Haemoproteus	Haemoproteus		Leucocytozoon	SIAMEX01	DENCOR03	DUMCAR01		0	0	3	1	1	0	1	1	
265158705	33620	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	2-May-18	ASY	Female	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
271179302	33621	Rushton_18	Piciformes	Picidae	Picoides pubescens	spring	2-May-18	SY	Male												0	0	0	0	0	0	0	0	
265158707	33622	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	2-May-18	ASY	Female	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
265158707	33623	Rushton_18	Passeriformes	Cardinalidae	Cardinalis cardinalis	spring	2-May-18	ASY	Female	positive		Old	Haemoproteus				SIAMEX01				0	0	1	1	1	0	0	0	
277143408	33625	Rushton_18	Passeriformes	Passerellidae	Zonotrichia albicollis	spring	2-May-18	SY	Female	positive		Old	Haemoproteus	Plasmodium			GYMSAL01	GEOTRI09			1	0	2	1	1	1	0	1	
265158709	33626	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	2-May-18	ASY	Male												2	0	0	0	0	0	0	0	
265158710	33627	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	2-May-18	ASY	Male	positive		Old	Plasmodium				PADOM11				2	0	1	1	0	1	0	0	
265158711	33628	Rushton_18	Passeriformes	Cardinalidae	Cardinalis cardinalis	spring	2-May-18	AHY	Female	positive											0	0	0	0	0	0	0	0	
255102587	33629	Rushton_18	Passeriformes	Turdidae	Catharus fuscescens	spring	9-May-18	AHY	Male												3	0	0	0	0	0	0	0	
271179740	33630	Rushton_18	Passeriformes	Turdidae	Catharus fuscescens	spring	9-May-18	AHY	Female												3	0	0	0	0	0	0	0	
1342-94155	33631	Rushton_18	Passeriformes	Turdidae	Turdus migratorius	spring	9-May-18	SY	Male												1	0	0	0	0	0	0	0	
265158734	33632	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	9-May-18	ASY	Female	positive		New	Plasmodium	Plasmodium			GEOTRI09	DUMCAR09			2	0	2	1	0	1	0	1	
265158735	33633	Rushton_18	Passeriformes	Turdidae	Hylocichla mustelina	spring	9-May-18	SY	Female	positive		Old	Plasmodium				TUMIG03				3	0	1	1	0	1	0	0	
265158739	33635	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	9-May-18	SY	Female												2	0	0	0	0	0	0	0	
256185928	33636	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	9-May-18	ASY	Male	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
265158740	33637	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	9-May-18	SY	Male												2	0	0	0	0	0	0	0	
265158741	33638	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	9-May-18	ASY	Male	positive											2	0	0	0	0	0	0	0	
265158742	33639	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	9-May-18	SY	U	positive		Old	Plasmodium				GEOTRI09				2	0	1	1	0	1	0	0	
265158745	33640	Rushton_18	Piciformes	Picidae	Leuconotopicus villosus	spring	9-May-18	SY	U												0	0	0	0	0	0	0	0	
271179980	34049	Rushton_18	Passeriformes	Passerellidae	Melospiza melodia	spring	12-Apr-18	SY	Female												1	0	0	0	0	0	0	0	
265158682	34050	Rushton_18	Passeriformes	Cardinalidae	Cardinalis cardinalis	spring	12-Apr-18	AHY	U	positive	positive	Old	Plasmodium	Plasmodium		Leucocytozoon	PADOM11	SEIAUR01			0	0	2	1	0	1	1	1	
271179981	34051	Rushton_18	Passeriformes	Passerellidae	Melospiza melodia	spring	12-Apr-18	SY	U	positive	positive	Old	Plasmodium				SEIAUR01				1	0	1	1	0	1	0	0	
134293937	34052	Rushton_18	Passeriformes	Turdidae	Turdus migratorius	spring	12-Apr-18	ASY	Female	positive		Old	Plasmodium				TUMIG03				1	0	1	1	0	1	0	0	
271179811	34053	Rushton_18	Passeriformes	Paridae	Baeolophus bicolor	spring	12-Apr-18	SY	Female	positive		Old	Plasmodium				BAEBIC04				0	0	1	1	0	1	0	0	
271179983	34054	Rushton_18	Passeriformes	Passerellidae	Melospiza melodia	spring	12-Apr-18	SY	U	positive		Old	Plasmodium				SEIAUR01				1	0	1	1	0	1	0	0	
275065195	34055	Rushton_18	Passeriformes	Fringillidae	Spinus tristis	spring	12-Apr-18	ASY	U												1	0	0	0	0	0	0	0	
272044705	34056	Rushton_18	Passeriformes	Paridae	Poecile carolinensis	spring	12-Apr-18	HY	Female												0	0	0	0	0	0	0	0	
275065196	34057	Rushton_18	Passeriformes	Passerellidae	Junco hyemalis	spring	12-Apr-18	ASY	U	positive		Old	Plasmodium				BT7				1	0	1	1	0	1	0	0	
275065197	34058	Rushton_18	Passeriformes	Passerellidae	Junco hyemalis	spring	12-Apr-18	SY	Female	positive	positive	Old	Leucocytozoon				ZOLEU02				1	0	1	1	0	0	1	0	
271179984	34059	Rushton_18	Passeriformes	Passerellidae	Melospiza melodia	spring	12-Apr-18	AHY	Female	positive		Old	Plasmodium	Plasmodium	Plasmodium		SEIAUR01	PADOM11	BT7		1	0	3	1	0	1	0	1	
275064820	34060	Rushton_18	Passeriformes	Paridae	Poecile carolinensis	spring	12-Apr-18	AHY	U	positive		Old	Plasmodium				BAEBIC04				0	0	1	1	0	1	0	0	
271179259	34061	Rushton_18	Passeriformes	Passerellidae	Zonotrichia albicollis	spring	12-Apr-18	ASY	Female	U	positive	Old	Plasmodium	Haemoproteus	Leucocytozoon 	Leucocytozoon	BT7	SPIARB01	CB1	ZONALB03	1	0	4	1	1	1	1	1	
275065199	34062	Rushton_18	Passeriformes	Fringillidae	Spinus tristis	spring	12-Apr-18	ASY	U												1	0	0	0	0	0	0	0	
275065011	34063	Rushton_18	Passeriformes	Fringillidae	Spinus tristis	spring	12-Apr-18	ASY	Male												1	0	0	0	0	0	0	0	
275065120	34064	Rushton_18	Passeriformes	Paridae	Poecile carolinensis	spring	12-Apr-18	ASY	U												0	0	0	0	0	0	0	0	
265158583	34065	Rushton_18	Passeriformes	Cardinalidae	Cardinalis cardinalis	spring	12-Apr-18	AHY	U	positive	positive	Old	Haemoproteus				SIAMEX01				0	0	1	1	1	0	0	0	
275065110	34066	Rushton_18	Passeriformes	Paridae	Poecile carolinensis	spring	12-Apr-18	HY	Female												0	0	0	0	0	0	0	0	
271179377	34067	Rushton_18	Passeriformes	Passerellidae	Melospiza melodia	spring	12-Apr-18	SY	Female	positive		Old	Plasmodium				SEIAUR01				1	0	1	1	0	1	0	0	
275065200	34068	Rushton_18	Passeriformes	Passerellidae	Junco hyemalis	spring	12-Apr-18	SY	Female	positive	positive	Old	Leucocytozoon				ZOLEU02				1	0	1	1	0	0	1	0	
284020502	34069	Rushton_18	Passeriformes	Passerellidae	Junco hyemalis	spring	12-Apr-18	SY	Female												1	0	0	0	0	0	0	0	
284020501	34070	Rushton_18	Passeriformes	Passerellidae	Spizella passerina	spring	12-Apr-18	AHY	Female		positive	Old	Leucocytozoon				SETSTRI01				2	0	1	1	0	0	1	0	
1342-94147	34071	Rushton_18	Passeriformes	Turdidae	Turdus migratorius	spring	12-Apr-18	SY	Female												1	0	0	0	0	0	0	0	
2840-20507	34072	Rushton_18	Passeriformes	Paridae	Poecile carolinensis	spring	12-Apr-18	SY	Female												0	0	0	0	0	0	0	0	
2840-20508	34073	Rushton_18	Passeriformes	Paridae	Poecile carolinensis	spring	12-Apr-18	AHY	Male												0	0	0	0	0	0	0	0	
265158685	34074	Rushton_18	Passeriformes	Cardinalidae	Cardinalis cardinalis	spring	18-Apr-18	AHY	Male												0	0	0	0	0	0	0	0	
1213-17769	34075	Rushton_18	Piciformes	Picidae	Colaptes auratus	spring	18-Apr-18	TY	Female	positive		Old	Haemoproteus	Plasmodium			SIAMEX01	SEIAUR01			1	0	2	1	1	1	0	1	
275065101	34076	Rushton_18	Passeriformes	Passerellidae	Spizella pusilla	spring	18-Apr-18	HY	U	positive		Old	Plasmodium				PADOM11				1	0	1	1	0	1	0	0	
265158684	34077	Rushton_18	Passeriformes	Cardinalidae	Cardinalis cardinalis	spring	18-Apr-18	AHY	U	positive		New 	Haemoproteus				SIAMEX01				0	0	1	1	1	0	0	0	
271179996	34078	Rushton_18	Passeriformes	Passerellidae	Zonotrichia albicollis	spring	26-Apr-18	SY	U	positive		Old	Plasmodium				GEOTRI09				1	0	1	1	0	1	0	0	
275065005	34079	Rushton_18	Passeriformes	Paridae	Poecile carolinensis	spring	26-Apr-18	AHY	U	positive		Old	Leucocytozoon 				BAEBIC07				0	0	1	1	0	0	0	0	
284020514	34080	Rushton_18	Passeriformes	Paridae	Poecile carolinensis	spring	26-Apr-18	SY	Male												0	0	0	0	0	0	0	0	
271179987	34081	Rushton_18	Passeriformes	Paridae	Baeolophus bicolor	spring	26-Apr-18	SY	Male												0	0	0	0	0	0	0	0	
265158687	34082	Rushton_18	Passeriformes	Icteridae	Agelaius phoeniceus	spring	26-Apr-18	SY	U												3	0	0	0	0	0	0	0	
256142449	34083	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	spring	9-May-18	ASY	Female	positive		Old	Haemoproteus				MAFUS02				2	0	1	1	1	0	0	0	
277143468	34084	Rushton_18	Passeriformes	Turdidae	Catharus ustulatus	fall	26-Sep-18	HY	U												3	0	0	0	0	0	0	0	
277143439	34085	Rushton_18	Passeriformes	Passerellidae	Melospiza melodia	fall	26-Sep-18	HY	U	positive		New	Plasmodium				MELMEL13				1	0	1	1	0	1	0	0	
265158866	34086	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	fall	26-Sep-18	HY	Female												2	0	0	0	0	0	0	0	
265158868	34087	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	fall	26-Sep-18	HY	Male												2	0	0	0	0	0	0	0	
265158869	34088	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	fall	26-Sep-18	HY	Female	positive											2	0	0	0	0	0	0	0	
265158870	34089	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	fall	26-Sep-18	HY	Female	positive		New	Plasmodium	Haemoproteus			PADOM11	MAFUS02			2	0	2	1	1	1	0	1	
265158872	34090	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	fall	26-Sep-18	HY	Male	positive											2	0	0	0	0	0	0	0	
265158873	34091	Rushton_18	Passeriformes	Mimidae	Dumetella carolinensis	fall	26-Sep-18	HY	Female	positive											2	0	0	0	0	0	0	0	
